Name,URL,Cuisine,Address,Full_URL,Full_URL,Full_URL
Tacks Chinese Takeout,/ny/new-york/311497-tacks-chinese-takeout/menu/,"Asian, Chinese","11 Holden Blvd, New York, NY, 10314",https://www.allmenus.com/ny/new-york/311497-tacks-chinese-takeout/menu/,https://www.allmenus.com/ny/new-york/311497-tacks-chinese-takeout/menu/,https://www.allmenus.com/ny/new-york/311497-tacks-chinese-takeout/menu/
Mike's Deli (Arthur Avenue),/ny/new-york/284940-mikes-deli-arthur-avenue/menu/,"American, Deli Food","2344 Arthur Ave, New York, NY, 10458",https://www.allmenus.com/ny/new-york/284940-mikes-deli-arthur-avenue/menu/,https://www.allmenus.com/ny/new-york/284940-mikes-deli-arthur-avenue/menu/,https://www.allmenus.com/ny/new-york/284940-mikes-deli-arthur-avenue/menu/
Amy Ruth's Home Style Southern Cuisine,/ny/new-york/49107-amy-ruths-home-style-southern-cuisine/menu/,Soul Food,"113 W 116th St, New York, NY, 10026",https://www.allmenus.com/ny/new-york/49107-amy-ruths-home-style-southern-cuisine/menu/,https://www.allmenus.com/ny/new-york/49107-amy-ruths-home-style-southern-cuisine/menu/,https://www.allmenus.com/ny/new-york/49107-amy-ruths-home-style-southern-cuisine/menu/
Jimbos Hamburger Palace,/ny/new-york/47387-jimbos-hamburger-palace/menu/,"Burgers, Sandwiches","1345 Amsterdam Ave, New York, NY, 10027",https://www.allmenus.com/ny/new-york/47387-jimbos-hamburger-palace/menu/,https://www.allmenus.com/ny/new-york/47387-jimbos-hamburger-palace/menu/,https://www.allmenus.com/ny/new-york/47387-jimbos-hamburger-palace/menu/
Joe Jr. Restaurant,/ny/new-york/7145-joe-jr-restaurant/menu/,Diner,"167 3rd Ave, New York, NY, 10003",https://www.allmenus.com/ny/new-york/7145-joe-jr-restaurant/menu/,https://www.allmenus.com/ny/new-york/7145-joe-jr-restaurant/menu/,https://www.allmenus.com/ny/new-york/7145-joe-jr-restaurant/menu/
Fresh Wok,/ny/new-york/51920-fresh-wok/menu/,Chinese,"1777 1st Avenue, New York, NY, 10128",https://www.allmenus.com/ny/new-york/51920-fresh-wok/menu/,https://www.allmenus.com/ny/new-york/51920-fresh-wok/menu/,https://www.allmenus.com/ny/new-york/51920-fresh-wok/menu/
Guadalupe Restaurant,/ny/new-york/48002-guadalupe-restaurant/menu/,Latin American,"597 W 207th St, New York, NY, 10034",https://www.allmenus.com/ny/new-york/48002-guadalupe-restaurant/menu/,https://www.allmenus.com/ny/new-york/48002-guadalupe-restaurant/menu/,https://www.allmenus.com/ny/new-york/48002-guadalupe-restaurant/menu/
Nikko Hibachi Asian Fusion,/ny/new-york/305919-nikko-hibachi-asian-fusion/menu/,"Chinese, Japanese, Sushi, Teahouses","1280 Amsterdam Ave, New York, NY, 10027",https://www.allmenus.com/ny/new-york/305919-nikko-hibachi-asian-fusion/menu/,https://www.allmenus.com/ny/new-york/305919-nikko-hibachi-asian-fusion/menu/,https://www.allmenus.com/ny/new-york/305919-nikko-hibachi-asian-fusion/menu/
Hard Rock Cafe,/ny/new-york/152175-hard-rock-cafe/menu/,American,"1501 Broadway, New York, NY, 10036",https://www.allmenus.com/ny/new-york/152175-hard-rock-cafe/menu/,https://www.allmenus.com/ny/new-york/152175-hard-rock-cafe/menu/,https://www.allmenus.com/ny/new-york/152175-hard-rock-cafe/menu/
Wimpy's Restaurant,/ny/new-york/47420-wimpys-restaurant/menu/,"Burgers, Diner","1822 Amsterdam Ave, New York, NY, 10031",https://www.allmenus.com/ny/new-york/47420-wimpys-restaurant/menu/,https://www.allmenus.com/ny/new-york/47420-wimpys-restaurant/menu/,https://www.allmenus.com/ny/new-york/47420-wimpys-restaurant/menu/
Umi Sushi,/ny/new-york/57013-umi-sushi/menu/,"Japanese, Sushi","118 E 31st St, New York, NY, 10016",https://www.allmenus.com/ny/new-york/57013-umi-sushi/menu/,https://www.allmenus.com/ny/new-york/57013-umi-sushi/menu/,https://www.allmenus.com/ny/new-york/57013-umi-sushi/menu/
Jimbo's Hamburger Palace,/ny/new-york/48696-jimbos-hamburger-palace/menu/,"Burgers, Sandwiches","528 W 145th St, New York, NY, 10031",https://www.allmenus.com/ny/new-york/48696-jimbos-hamburger-palace/menu/,https://www.allmenus.com/ny/new-york/48696-jimbos-hamburger-palace/menu/,https://www.allmenus.com/ny/new-york/48696-jimbos-hamburger-palace/menu/
